Quantidade | Indice
31         | 38470
31         | 39007
31         | 40364
31         | 43392
31         | 43970
31         | 44369
31         | 44761
31         | 45170
31         | 45329
31         | 45364
31         | 48647
31         | 49274
31         | 49407
31         | 50047
31         | 50771
31         | 52029
31         | 52839
31         | 54827
31         | 54899
31         | 56111
31         | 56221
31         | 57042
31         | 58813
31         | 58874
31         | 60020
31         | 61359
31         | 61553
30         | 3789
30         | 6212
30         | 8324
30         | 9716
30         | 19059
30         | 20618
30         | 21752
30         | 22962
30         | 24991
30         | 26942
30         | 30129
30         | 30545
30         | 30932
30         | 31241
30         | 33512
30         | 34134
30         | 34450
30         | 34944
30         | 37952
30         | 38206
30         | 38234
30         | 38578
30         | 38917
30         | 39218
30         | 41546
30         | 42592
30         | 44613
30         | 44731
30         | 45524
30         | 45707
30         | 45787
30         | 46018
30         | 47435
30         | 49046
30         | 50223
30         | 51485
30         | 51518
30         | 51835
30         | 52452
30         | 52854
30         | 55419
30         | 55582
30         | 55654
30         | 56573
30         | 58172
30         | 58816
30         | 58866
30         | 59365
30         | 59505
30         | 60900
30         | 61256
29         | 4815
29         | 6582
29         | 9312
29         | 9791
29         | 11566
29         | 13969
29         | 15027
29         | 15197
29         | 17037
29         | 17415
29         | 18173
29         | 19011
29         | 20208
29         | 22015
29         | 22801
29         | 25270
29         | 25576
29         | 26385
29         | 29386
29         | 29913
29         | 30349
29         | 30547
29         | 31139
29         | 32661
29         | 33174
29         | 33296
29         | 33511
29         | 33733
29         | 37357
29         | 39733
29         | 43186
29         | 43755
29         | 45142
29         | 45346
29         | 46564
29         | 46568
29         | 46643
29         | 46833
29         | 47082
29         | 49597
29         | 51035
29         | 51424
29         | 51457
29         | 51623
29         | 52141
29         | 52241
29         | 52635
29         | 53247
29         | 54508
29         | 54778
29         | 54826
29         | 55052
29         | 55432
29         | 56415
29         | 57133
29         | 57425
29         | 59340
29         | 60260
29         | 60435
29         | 60542
29         | 61197
28         | 864
28         | 1819
28         | 2692
28         | 2947
28         | 12979
28         | 13907
28         | 16572
28         | 17533
28         | 19805
28         | 20058
28         | 20306
28         | 21382
28         | 21497
28         | 23835
28         | 24561
28         | 26652
28         | 27765
28         | 28789
28         | 30054
28         | 31066
28         | 32047
28         | 32214
28         | 32584
28         | 37045
28         | 37383
28         | 37555
28         | 38555
28         | 40190
28         | 40742
28         | 41409
28         | 41796
28         | 42845
28         | 44060
28         | 44660
28         | 45546
28         | 49533
28         | 49828
28         | 50168
28         | 50376
28         | 52235
28         | 53517
28         | 54073
28         | 54788
28         | 56233
28         | 58716
28         | 59118
28         | 59282
28         | 59449
28         | 59655
28         | 59818
28         | 59830
28         | 60395
28         | 60929
28         | 61465
28         | 61475
27         | 3054
27         | 3297
27         | 5533
27         | 5647
27         | 6802
27         | 8116
27         | 8471
27         | 9341
27         | 12269
27         | 14891
27         | 15861
27         | 18881
27         | 19718
27         | 19914
27         | 20365
27         | 20634
27         | 21298
27         | 21596
27         | 22354
27         | 24650
27         | 29389
27         | 29943
27         | 30328
27         | 36620
27         | 37060
27         | 38169
27         | 38393
27         | 38705
27         | 38731
27         | 38970
27         | 41035
27         | 42181
27         | 43218
27         | 43377
27         | 44415
27         | 45859
27         | 47192
27         | 47764
27         | 47788
27         | 48620
27         | 48816
27         | 50388
27         | 50512
27         | 51141
27         | 52131
27         | 53380
27         | 53736
27         | 53935
27         | 54355
27         | 54639
27         | 55133
27         | 56605
27         | 58393
27         | 59231
27         | 60005
27         | 60074
27         | 60153
27         | 60532
27         | 61248
27         | 61535
27         | 61543
26         | 2918
26         | 2950
26         | 3876
26         | 5620
26         | 8689
26         | 10148
26         | 11538
26         | 12678
26         | 18408
26         | 20941
26         | 22517
26         | 24220
26         | 24655
26         | 25294
26         | 28976
26         | 31806
26         | 32701
26         | 32734
26         | 33239
26         | 36140
26         | 39034
26         | 40963
26         | 41010
26         | 43736
26         | 44190
26         | 44838
26         | 44903
26         | 46390
26         | 46948
26         | 48184
26         | 50010
26         | 51021
26         | 51980
26         | 53045
26         | 54662
26         | 55004
26         | 56282
26         | 59193
26         | 59602
26         | 59826
26         | 60238
26         | 60768
26         | 60869
26         | 61277
26         | 61446
26         | 61579
25         | 2092
25         | 2425
25         | 2581
25         | 2593
25         | 3541
25         | 6034
25         | 6106
25         | 7779
25         | 8377
25         | 11188
25         | 14946
25         | 15414
25         | 15598
25         | 15965
25         | 16762
25         | 19659
25         | 21817
25         | 22823
25         | 24843
25         | 24930
25         | 27223
25         | 29552
25         | 31615
25         | 32793
25         | 38592
25         | 38982
25         | 41827
25         | 46959
25         | 47331
25         | 47421
25         | 49522
25         | 49559
25         | 50936
25         | 52284
25         | 52360
25         | 52596
25         | 52677
25         | 53623
25         | 53810
25         | 54520
25         | 54734
25         | 55824
25         | 56158
25         | 56181
25         | 56806
25         | 58140
25         | 58356
25         | 59311
25         | 59617
25         | 60574
25         | 60588
25         | 60834
25         | 61139
25         | 61414
25         | 61436
24         | 244
24         | 3914
24         | 6089
24         | 6831
24         | 7026
24         | 9425
24         | 10318
24         | 11963
24         | 14079
24         | 16877
24         | 19268
24         | 19439
24         | 21189
24         | 22111
24         | 22706
24         | 26137
24         | 29537
24         | 33171
24         | 33188
24         | 33500
24         | 33926
24         | 35388
24         | 39277
24         | 42858
24         | 42967
24         | 43268
24         | 43313
24         | 43367
24         | 44121
24         | 44185
24         | 45063
24         | 46377
24         | 48471
24         | 49087
24         | 49420
24         | 49567
